name,phone,street,city,country,website,description
Voitures de Collection & Co,06 30 51 87 01,, 13100 AIX EN PROVENCE, France,http://www.voitures2collection.com,"IMPORTATION ET VENTE DE VOITURES DE COLLECTION EN FRANCE
Voitures de collection And co, entreprise familiale française, est née d’une passion pour l’automobile de collection.

Que se soit des marques automobiles françaises, allemandes, italiennes, anglaises, américaines, nous… > lire la suite souhaitons vous faire partager et vous proposer à la vente ces véhicules venus du passé, le plaisir de conduire une auto de collection ou d’être le maître d’œuvre d’une restauration automobile.

En effet quel plaisir d’apercevoir sur nos routes ces courbes anciennes et entendre ces moteurs à la sonorité si atypique de ces voitures d’antan!

Nous vous proposerons des voitures de collection qui peuvent être restaurées partiellement, soit en cours de restauration ou prêtes à vous emmener en ballade!

Quelque soit votre projet d’achat de voiture de collection, contactez nous pour en discuter, que l’on donne réalité à votre rêve de voiture ancienne.
"
Boutsen Classic Cars,+377 93 30 80 02,41 rue Grimaldi, 98000 Monaco, Monaco,http://boutsenclassiccars.com,"Boutsen Classic Cars se spécialise dans l'approvisionnement, le conseil et la vente de voitures historiques des années 50 aux années 90 pour les collectionneurs avertis et fournit une représentation exclusive dans le monde entier. Sa liste comprend des voitures de route et de course sélectives, avec une histoire légendaire ... Boutsen Classic Cars was founded… > lire la suite in 2018 by F1 legend Thierry Boutsen, it is the latest company to join the Boutsen Group. Based in Monaco, with a unique international network provided by Thierry’s history in motor racing as well as its Business Jets company Boutsen Aviation, it specializes in the sourcing, consulting and sale of historic cars from the 50’s to the 90’s for discriminating collectors. Boutsen Classic Cars provides exclusive representation worldwide and manages all the aspects of the transactions. Its listing comprises selective road and race cars, with legendary history."
AJM CAR,+32(0) 477/22.31.21,Rue de Tournai 165, 7972 Quevaucamps, Belgium,http://www.ajmcar.com/fr/, +32(0) 69/59 09 12
Albion Motorcars,+32 475 21 10 98,, 9140 Temse, Belgium,http://www.albionmotorcars.com,"Notre passion de toujours pour les voitures pur-sang britanniques a évolué vers Albion Motorcars. Après des années dans le reconditionnement du cuir de véhicules et de supercars sur mesure, nous avons décidé de développer notre activité avec le commerce de voitures classiques exclusives.Notre objectif est d'acheter et de vendre uniquement les meilleurs exemplaires du marché… > lire la suite et d'offrir à nos clients un service et une assistance impeccables dans l'achat ou la vente de voitures automobiles importantes. L'achat d'une voiture classique doit être une expérience relaxante et agréable. Pour cette raison, nous sommes heureux d'utiliser nos connaissances pour aider nos clients dans ce processus, car seules les meilleures voitures aboutiront à une propriété satisfaisante.Alors, jetez un œil à nos annonces et profitez des belles voitures que nous proposons. Nous sommes impatients de vous entendre!Koen Poschet"
Anc. Ets Vanderveken SA,+ 32 (0)2 770 72 92,15-17 Chaussée de Roodebeek, 12000 Brussels, Belgium,http://www.vdvgrant.be,"Les établissements Vanderveken ont été créés à la fin de la Seconde Guerre mondiale par Annie et son frère Louis Vanderveken avec Steve Grant. Situés à Woluwé-St-Lambert à Bruxelles, ils ont rapidement grandi sous la houlette d'Annie Vanderveken, une femme d'exception qui a compris que la détermination est l'une des clés du succès. Sa philosophie, son style de vie et son travail acharné ont inspiré tous ceux qui l'ont connue et ont finalement fait d'Annie… > lire la suite Vanderveken une célébrité sur la scène bruxelloise.Aujourd'hui, Paul Grant dirige toujours l'entreprise familiale, rejoint récemment par son beau-fils Laurent Dassel. Les Etablissements Vanderveken sont réputés non seulement en Belgique mais jouissent également d'une réputation internationale, qui est la récompense ultime de leurs réalisations."
August Porsche Addiction,+32 2 633 36 79,15, Route de Genval, 1380 Ohain,http://august-porsche.be,"LA PASSION PORSCHE August Porsche rassemble une équipe de passionnés ayant réalisé un rêve: celui de partager leur passion au quotidien au sein d’un endroit commun.ANNONCES VÉRIFIÉES Afin de vous garantir des occasions top qualité et fiabilité, nos annonces sont triés sur le volet avec le plus grand… > lire la suite soin.SERVICE & MAINTENANCE Nous entretenons votre voiture pour qu’elle reste en toute sécurité sur la route et ce, pendant de nombreuses années."
Automeetic,+32 474 899 216,Quai des charbonnages 68 bt1, 1080 Bruxelles, Belgium,http://www.automeetic.be,"Automeetic vous propose en vente des véhicules classiques soigneusement sélectionnés et issus de son réseau de clients collectionneurs et de contacts professionnels internationaux.L’équipe Automeetic fournit dans la plus grande transparence l’ensemble des données disponibles pour chacun des véhicules proposés à la vente ainsi qu’un avis sur les qualités propres à chaque modèle, sa restauration éventuelle,… > lire la suite son historique et son état mécanique.Si vous n’y trouvez pas l’objet de votre désir, contactez-nous ! Automeetic vérifiera dans ses offres OFF-MARKET les disponibilités correspondant à vos envies."
Automobiles Gaité,+32 2 376 26 00,Av. Albert 1er 7, 1420 Braine-l\'Alleud, Belgium,http://neaxia.be/fr/,Spécialiste automobile depuis trois générations
Automobiles Vintage,+32 49 91 49 525,67 Rue Colo Hugues, 1420 BRAINE L'ALLEUD, Belgium,http://www.automobilesvintage.com,"Après plus de trente ans d'expérience dans le milieu des autos de collection, en Europe et en Amérique du nord, nous pensons pouvoir satisfaire vos exigences en terme de recherche, et de conseil en investissement automobile.<br /><br />Nos véhicules sont toujours en lien direct avec  la réalité du marché, et avec un rapport qualité /prix incomparable.<br /><br />En véritables passionnés, nous vous livrons l'émotion d'un achat comme un cadeau ...et jusqu'à votre domicile si… > lire la suite le désir s'en faisait sentir.<br /><br />Appelez-nous pour un rendez-vous, c'est désormais à vous d'être derrière le volant !<br /><br /> <br /><br />Thirty years and more in the cars collection business in Europe and North America, allow us to provide a wide variety of services.If you are looking for a specific car, an investment advice,you can rely on us. If you are selling your car, please call us, and expect a little change in your life...   <br /><br />u200b"
Autos-collection,00 32 475 904 814,, 1630 Linkebeek, Belgium,http://www.autos-collection.be,Achat / Vente de voitures de collection Américaine
Bavel Car,+32 475 410 720,Torfhoeken 7  2970  schilde, 2970 schilde, Belgium,http://www.bavelcar.eu,"Nous achetons et vendons des voitures classiques européennes et américaines. Nous traitons principalement des marques telles que Mercedes, Porsche, MG, Triumph, Jaguar, Austin Healey, Mustang.Ce sera un plaisir de vous aider dans votre recherche d'une voiture… > lire la suite classique.Contactez-nous si vous avez des questions.Nous réalisons également de petits projets de restauration."
Beau-Car,+32 (0) 497 402 402,Uilenbaan 90/1, 2160 Wommelgem-Antwerp, Belgium,http://www.beau-car.com,"BEAU-CAR est une société basée en Belgique spécialisée dans la vente, l'achat et le stockage de Oldtimers et Youngtimers. Nous pouvons aider nos clients du monde entier avec toutes sortes de questions concernant leurs voitures préférées…N'hésitez pas à nous contacter lorsque vous êtes à la recherche d'une voiture spécifique, ou pour vous aider dans la… > lire la suite vente, l'achat, le stockage, le transport, la paperasse, l'importation ou quoi que ce soit, allant d'une Citroen Torpedo 1924 à une Ferrari GT récente. Pour visiter notre collection, contactez-nous, et une tasse de café vous attend…"
Car Cave ,+32 498 519 603,Senator A. Jeurissenlaan 1229-1231, 3520 Zonhoven, Belgium,http://www.carcave.be,Société spécialisée dans la vente de voiture de collection
Carrosserie Janssens,+32 (0)2 384 73 90,Avenue Maréchal Ney 17, 1420 Braine l\'Alleud, Belgium,http://carrosseriejanssens.com,"Depuis plus de 40 ans, Luc Janssens a acquis une renommée dans la carrosserie automobile. Passionné de vieilles voitures, il transmet sa passion à son fils Vincent. Ensemble ils décident de se spécialiser dans la réparation et restauration de voitures classiques.- Tôlerie, préparation et… > lire la suite peinture- Restauration complète ou partielle de vos véhicules- Mécanique- Polissage, simonisage- Toutes techniques de brasure et soudure (aluminium – inox – acier)"
Carrosserie Nijsmans NV,+32 3 324 58 17,Keesinglaan, 17-19, 2100 Deurne,http://www.nijsmans.com, +32 47 52 42 519
Classic 42,+32 477 512 941,Avenue Medecin Général Derache 122, 1050 Ixelles, Belgium,http://classic42.be/fr/,"Chaque véhicule est contrôlé, restauré si nécessaire, avec l’aide de spécialistes reconnus sur le marché des anciennes. Classic 42 est logée dans un bel écrin discret qui appartient à Luis Ramos, mécanicien hors pair dont la réputation n’est plus à faire.Trois autres services vous sont également proposés: le dépôt-vente, la recherche complète sur-mesure et l’esthétique… > lire la suite automobile. Bienvenue chez Classic 42"
Classic Car House,0032 11/81.38.61,senator alfons jeurissenlaan 1039, B3520 Zonhoven, Belgium,http://www.classiccarhouse.com,www.classiccarhouse.com
classic car service ,00 32 (0)3 321 06 90,Ruggeveldstraat 1 D5, 2110 Wijnegem, Belgium,http://www.classic-car-service.be,"Restauration de carrosserie haut de gamme. Carrosserie en acier ou aluminium. Notre service de restauration de carrosserie va de la réparation mineure des panneaux au renouvellement complet de la carrosserie. Nous avons un atelier entièrement équipé pour effectuer toutes les tâches de maintenance nécessaires et si nécessaire pour préparer les voitures pour les rallyes, les courses... Nos superbes installations nous permettent de produire des peintures de haute qualité. Si vous avez besoin d'une restauration intérieure… > lire la suite impliquant tous les matériaux d'origine, votre commande bénéficiera de toutes les recherches minutieuses qui nous sont nécessaires pour vous assurer d'obtenir un intérieur d'une authenticité absolue. Un intérieur magnifiquement rénové par Classic Car Service ajoutera incommensurablement au plaisir de posséder et de conduire n'importe quelle belle voiture classique. Nous effectuons toutes les réparations mécaniques et de boîte de vitesses, des culasses sans plomb et modifiées à la reconstruction des moteurs, des différentiels et des boîtes de vitesses. Tout travail entrepris sur le moteur de votre voiture classique bénéficiera de nos nombreuses années d'expérience. Nous pouvons offrir un service complet de réparation de boiseries, de la restauration de boiseries, de re-laquage, de re-placage et de réparation, à la refabrication et à l'encadrement en frêne. Nous remplaçons les cadres en frêne endommagés ou pourris si nécessaire, ou reconstruisons le cadre complet de la voiture à ses spécifications d'origine. "
Deman Brussels,+32 (0)2 649 99 00,Boulevard du Triomphe 103, 1160 Auderghem, Belgium,http://www.demanbrussels.be/fr/,"Le plus grand spécialiste indépendant des marques Mercedes et Ferrari à Bruxelles, situé à Bruxelles Auderghem sur 15.000 mètres carrés de surface. Avec un vaste choix de véhicules d’occasion et de collection en stock, nous trouverons ensemble celui qui conviendra parfaitement à vos besoins. Nous nous engageons à vous proposer le confort et la sécurité au meilleur rapport… > lire la suite qualité/prix.Une équipe expérimentée à votre service, Deman Brussels possède un atelier de mécanique pour Mercedes et un atelier de mécanique pour Ferrari et classic/super cars. Un outillage de pointe et des mécaniciens formés assureront la longévité de votre voiture. Notre atelier carrosserie possède tout l’équipement moderne et des carrossiers expérimentés pour redonner dans les meilleurs délais l’aspect du neuf à votre voiture."
Dussolier Classic cars,+32 (0) 3 304 61 61,Energielaan 1, 2950 Kapellen, Belgium,http://retro-city.be/fr/,"Dussolier Classic Cars propose dans son showroom une abondante collection de voitures à vendre ; jeunes et moins jeunes, voitures exotiques et l'automobile nécessaire. Selon la formule de consignation, il propose également votre voiture aux acheteurs potentiels. Ceci dans le cadre magnifique de Rétro-City, soutenu par de nombreux canaux de communication. La plateforme numérique de Modix est également centrale. Cette application garantit que l'offre est affiché e sur de nombreux sites de recherche de voitures.… > lire la suite Vous pouvez atteindre les personnes intéressées en un rien de temps."
Espace Auto-Tamines,+32 49 62 89 083,304 rue de Velaine, 5060 TAMINES, Belgium,http://www.espaceauto-tamines.be,"Espace Auto-Tamines est une salle de vente spécialisée dans l’achat et la vente de véhicules d’époque appelés « Oldtimers » ou de véhicules en passe de le devenir,  tels les « Youngtimers ».Nous nous positionnons en vrais spécialistes dans ce secteur d’activité et faisons aujourd’hui office de référence en Wallonie."
Funcars,+32 479980803,Eegene 7, 9200 Dendermonde, Belgium,http://www.funcars.biz/fr/,"Si vous ne trouvez pas immédiatement ce que vous recherchez dans notre offre, n'hésitez pas à nous contacter. Nous pouvons vous aider à trouver le funcar de vos rêves !"
Gentleman Car,+32 (0)87 66 15 32,15 rue de la Clé, B-4633 Melen, Belgium,http://gentlemancar.be,"Notre société a été sélectionnée par Shelby American comme importateur et distributeur exclusif des Shelby Cobra, Cobra Daytona et GT40 pour l’Europe. Les années 60 sont toujours bien vivantes avec les héritières directes de cette fabuleuse lignée. Les voitures que nous importons sont les seules vraies Shelby, construites à la main dans le plus pur respect de l’esprit original. C’est d’ailleurs cette fidélité aux modèles originaux qui permet à nos Shelby de conserver une cote… > lire la suite particulièrement élevée à la revente.Rouler en Shelby : un plaisir intense et un investissement sûr."
Gentleman Driver Center,+32 488 44 38 43,32 Avenue Fleming , 1300 Wavre, Belgium,http://www.gentlemandrivercenter.com,"Profitant de notre expertise et de notre vaste réseau de professionnels, nous proposons à nos clients une sélection de véhicules anciens répondant à une série de points de contrôle exigeants. Au delà de la vente de véhicules de stock, nous proposons également à nos clients un service ""dépot-vente"" afin de présenter leur véhicule à la vue de potentiels acheteurs dans notre shoroom."
Gipimotor,+32 (0)2 726 62 10,89 Avenue du Cimetière de Bruxelles, 1140 Brussels, Belgium,http://www.gipimotor.com,"Depuis plus de 35 ans, GIPIMOTOR est votre partenaire de choix pour la restauration et l’entretien de véhicules historiques et plus particulièrement de Ferrari. L’histoire de Gipimotor est intimement liée à celle de son directeur, Christophe Van Riet. Cette histoire, c’est avant tout celle d’un passionné. Et la passion ne s’explique pas : elle se vit et se partage. C’est le secret qui a permis à la prestigieuse enseigne Gipimotor de devenir une référence dans… > lire la suite la restauration et l’entretien des plus belles mécaniques, avec une expertise toute particulière en matière de Ferrari d'exception. Gipimotor est aussi un partenaire de choix pour vous aider à dénicher la perle rare qui viendra agrémenter votre collection ou vous permettre d’accéder dans les meilleures conditions à l’univers des voitures historiques et de prestige."
Historic Competition Services,+32 3 353 33 31,Sint-Jansveld 5, 2160 Wommelgem, Belgium,http://www.historiccompetitionservices.be,"Historic Compétition Service est pour les Curieux, les Déterminés, les Amoureux des Classiques et les pilotes de rallyesChez HCS, nous apportons un travail de qualité. Nous avons transformé les relations avec nos clients et réécrivons les règles du service, des ventes et du marketing. Les voitures que nous construisons, entretenons et vendons aident nos clients… > lire la suite à profiter au maximum de leur voiture de collection.Nous résolvons des problèmes que seule une poignée de personnes dans le monde peuvent résoudre, créant un réel impact sur la vie de nos clients.Leur offrir des souvenirs impérissables, des rallyes inoubliables et de nouvelles amitiés fortes. "
Machines with a Mission,+31 652 692 069,, 3620 Lanaken, Belgium,http://machineswithamission.com,"Chez Machines with a Mission, nous effectuerons des recherches approfondies sur n'importe quelle voiture et arriverons à des conclusions objectives au nom de nos clients. Que vous vendiez ou achetiez, nous serons à vos côtés et vous guiderons à travers les nombreuses complexités du sport automobile historique contemporain à tous les niveaux.Notre cœur de métier… > lire la suite est de veiller au mieux de vos intérêts et de négocier pour vous les meilleures conditions. Nous serons également heureux de rester impliqués et de vous aider à prendre des décisions concernant vos activités de course, comme l'obtention d'inscriptions, l'organisation de la documentation HTP et, si nécessaire, la bonne façon de ""faire fonctionner"" votre voiture.Veuillez nous contacter pour une consultation gratuite et un devis. Nous vous guiderons et vous conseillerons dans tous les aspects de votre ""Machine avec une Mission"" actuelle ou future... "
Master Car,+32 (0)475 242 129,Het dorlik 2, BE-3500 Hasselt, Belgium,http://www.mastercar.be, +32 (0)11 231 561
MB Belgium Motors,+ 32 (0)483 056 859,Drève Richelle 167, 1410 Waterloo, Belgium,http://belgiummotors.com,"- Recherche personnalisée : Vous êtes à la recherche d’un configuration particulière sur un modèle précis ? Nous nous occupons de la recherche pour vous. Nous vous écoutons et prenons note de chaque élément, équipement ou options de votre choix. Par ailleurs, notre entreprise peut vous conseiller dans les moindres détails que ce soit au… > lire la suite niveau esthétique ou sur la motorisation d’un véhicule.- Les services chez Belgium Motors :Découvrez une large gamme de services que nous vous proposons. Belgium Motors c’est bien plus qu’une société de vente de véhicule. En effet, nous pouvons tout autant vous accompagner dans vos démarches administratives que vous offrir un financement personnalisé grâce à nos partenaires. N’hésitez pas à parcourir notre page pour d’avantage d’informations ainsi que nous envoyer un message si vous êtes intéressé."
MB Motors,+32 473 23 03 85,Meensesteenweg 104, 8501 Kortrijk, Belgium,http://mbmotors.be,"Nous nous concentrons principalement sur les voitures anglaises des années 1950.Jaguar, Aston Martin, Austin Healey : ces joyaux et d'autres peuvent être admirés depuis 2006 dans le showroom MB Motors à Courtrai, en Belgique.En plus… > lire la suite de son service renommé lors de meetings et rallyes historiques (Mille Miglia, Goodwood, National Classic,…) Tim et son équipe continuent de restaurer et d'entretenir des voitures classiques uniques (Alta, Jaguar, Aston-Martin, Mercedes 300 SL, Austin-Healey… ). "
Mecanic Import,+32 (0)477333800,Engelbamp 27, 3800 Sint-Truiden, Belgium,http://www.mecanicimport.com/,Spécialiste de la vente de voitures de collection de sport et compétition
Mekadrama ,+32 474 780 406,,  Mons, Belgium,http://www.mecanicimport.com/, +33 6 06 41 99 60
Meunier sport service,+32 475 568 144,11 Rue René Francq , 1428 Lillois, Belgium,http://www.mecanicimport.com/,  
Motor Only,+32 (0) 471 964 835,Rue de Jodoigne 7, 1360 Thorembais Saint trond, Belgium,http://motoronly.be,"Votre spécialiste en achat et vente Oldtimer, Ancêtre, Voitures de collection et de caractère dans les Hauts de France et en Belgique"
My Vintage,+32 496 21 09 11,Chaussée d’Andenne, 18A, 4500 Huy,http://www.myvintage.be,"Créée en 2014, MY Vintage est la division « classique » de MY Racing, dont la réputation en matière de préparation de véhicules n’est plus à faire. Basée à Huy en Belgique, l’entreprise possède des années d’expérience dans le domaine du rallye.Pour une préparation complète, des travaux mécaniques spécifiques ou une assistance en rallye, MY… > lire la suite Vintage répond à toutes les attentes. Nous assurons également un service dépôt-vente de véhicules historiques et de prestiges. "
Octane Evo,+32 (0) 499 18 32 04,95, Rue Ernest Solvay, 7141 Carnières,http://www.octane-evo.com,"Bienvenue chez Octane EvoOctane Evo est une société spécialisée dans les véhicules recherchés, rares et d’exceptions. Nous sommes actifs dans toute l’Europe pour l’importation et l’exportation, et ce pour les plus grandes marques de véhicules.Nous… > lire la suite entreposons dans notre dépôt sous surveillance vidéo (avec système d’alarme connecté à la Police) vos véhicules en toute sécurité, et nous nous occupons du transport en toute discrétion de votre voiture.De part une grande expérience de toutes les marques de prestige, nous nous occupons du contrôle technique, de l’homologation, de la réparation mais aussi de la restauration tous modèles.Le spécialiste de la vente, achat, dépôt et entretien pour les sportives prestigieuses."
Oldtimer 4U,+32 47 58 72 088,Slagmolenstraat 12, 3500 Hasselt, Belgium,http://www.oldtimer4u.be,Vente de voitures de collection
Oldtimerfarm,+ 32 472 401 338,Steenweg op Deinze 51C, B-9880 Aalter, Belgium,http://www.oldtimerfarm.be,"Oldtimerfarm.be, vente de voitures de collection en dépôt vente à Aalter, est fier de vous proposer des superbes véhicules anciensL'équipe d’Oldtimerfarm répond à toutes vos questions sur les véhicules de collection : aide à l'achat pour les voitures qui sont chez nous et ailleurs, entretien, améliorations et restaurations, remisage, transport et, évidemment,… > lire la suite vente.Outre une collection en constante évolution de quelque 350 véhicules à vendre, nous disposons d’un atelier de 800 m² avec huit mécaniciens chevronnés, offrant une transparence optimale et une bonne accessibilité."
Oldtimers Gilis,+32 47 52 55 957,Gaston Geenslaan 11, 3200 Aarschot, Belgium,http://ww2.oldtimersgilis.be/fr/,"Nous sommes à vôtre service aussi bien pour l’achat, la vente que pour l’entretien d’une voiture rétro ou classique. Via le site vous pouvez déjà jeter un coup d’œil sur les voitures en vente, et si vous avez de l’intérêt n’hésiter pas a nous contacter via email ou par GSM 0475/25.59.57 pour tous renseignements ou pour un rendez-vous."
pch-automotive,+32 475 25 25 79,Avenue de Nancy, 8A, 4020 liege,http://www.pch-automotive.be,"Notre société est la résultante d’une tradition familiale vieille de 35 ans dont le leitmotiv a toujours été la satisfaction de la clientèle. Nous sommes spécialisés en voitures Classic, Prémium, de Sport. Nous achetons des véhicules récents de toutes marques avec carnet d’entretien. Toutes nos voitures sont généralement de premier propriétaire, avec historique d’entretien.Notre équipe… > lire la suite familiale vous garantira un service et un suivi personnalisé tout au long de notre collaboration. Nous nous occupons également de toutes les formalités d’exportation, des plaques transit, et de l’expédition de votre véhicule à travers le monde. Nous sommes uniquement ouverts sur rendez-vous. "
Q Classic Cars bvba,+32 475 78 67 24,Breugelhoevestraat 133, 2560 Nijlen, Belgium,http://www.qclassiccars.be, +32 475 78 67 24
Qlassics SRL,+32 4 72 070 678,Voie de l\'ardenne, 11/31, 4053 Embourg,http://www.theqlassics.com,Qlassics vous propose une solution tout-en-un et sans stress lors de l’achat de votre classic-car.Indiquez-nous vos critères et nous nous occuperons de tous les détails!- Recherche sur marché… > lire la suite mondial- Inspection pré-achat- Transport- Importation- Immatriculation et homologation- Livraison chez vous- Rapport historiqueNos services sont complètement personnalisables suivant votre projet. La classic-car de vos rêves n'attend que vous!N'attendez plus - contactez nous!www.theqlassics.com
Rock N Roll Classics,+32 50 73 75 71,Lieven Bauwenstraat 30, 8200 Brugge Belgique, 8200 Brugge,http://www.rnrclassics.be/fr/home/,"Bienvenue chez Rock N Roll classics, la référence pour tout savoir sur les véhicules d'époque. Nous proposons notre expertise pour l'achat et la vente, l' entretien, les réparations et restaurations de tout ancêtre. Nous vous aidons également à monter votre collection, et assurons le service au cours d'événements et rally's, etc... Nos spécialistes sont heureux… > lire la suite de vous conseiller à chaque étape de votre parcours de passionné d'oldtimer. Vous prenez ainsi la route en toute quiétude, sans vous soucier ni de la qualité de votre véhicule, ni de votre investissement."
Route59,+32 475 70 80 91,, 6530 THUIN, Belgium,http://www.route59.be,"Route59, c'est plus de 25 ans d’expertise de la voiture de collection:  achat/vente, location, conseils aux collectionneurs, rapport d’inspection et évènements."
RSC Automobile,+32 (0)56 20 68 88,Aalbeeksesteenweg 2, B - 8930 Lauwe, Belgium,http://www.rscautomobile.com/fr,"RSC Automobile est l’atelier belge où les voitures de collection bénéficient de toute l’attention qu’elles méritent. Nous nous efforçons de proposer un encadrement professionnel de classe internationale et sommes spécialisés dans l’entretien, la restauration, l’achat et la vente d’oldtimers.Une équipe passionnée de mécaniciens, de carrossiers et de techniciens allie savoir-faire traditionnel et technologie moderne pour… > lire la suite parvenir au résultat final recherché. Tout est exécuté dans notre atelier, avec un soin particulier pour la fiabilité et l’esthétique."
Speed8 Classics,+32 473 323 725,Lierselei 130, 2390 Malle, Belgium,http://www.speed8classics.com,"VOITURES INSOLITES ET RARES DANS UN ÉTAT EXCEPTIONNELSpeed 8 Classics est spécialisé dans la vente de voitures rares, historiques et de collection. "
Stace investment,+32 3 315 09 11,Leo Baekelandstraat 1 bus 2, 2950 Kapellen, Belgium,http://stace.be,"Meet StephanIn the beginning of the eighties, Stephan Schrauwen joins his father’s hobby: restoration of old-timers.  At the age of 15, Stephan restores his first classic car all by himself. And from the moment… > lire la suite he has his driving licence, Stephan starts driving rallies and races. What started out as a hobby, becomes a real passion. Stephan restores all kinds of classic cars but mostly English brands: MG, Jaguar, Austin Healy, Aston Martin, …From the early nineties, because of the outstanding quality, he shifts his focus to German brands, mainly Porsche. In 2013 a dream comes true when Stephan sets up STACE. His hobby, now becomes a profession."
Sutera cars,+32 477 348 860,rue salvotte 15 , 7110 la louviere, Belgium,http://www.suteracars.be,Nous somme spécialiste en véhicules de marques italienne ancêtres
Vintage Garage Bv,+32 (0)488 50 66 60,Scheersmolendreef 12, 1840 Londerzeel, Belgium,http://www.vintagegarage.be/fr,"La mission de Vintage Garage est d'offrir une solution globale aux (futurs) propriétaires de voitures anciennes. Nous nous spécialisons dans les voitures européennes, puis surtout britanniques, allemandes et italiennes. Nous pensons qu'il est important de bien faire ce que nous faisons. Notre expérience et nos connaissances se concentrent principalement sur ces voitures. Être en mesure de répondre à vos questions de manière ciblée et proposer des solutions rapides est un service rapide et efficace.<br /><br… > lire la suite />Nous offrons une garantie pour la vente de voitures anciennes, ce qui est unique.<br />Avec nous, vous achetez une voiture classique en toute confiance.<br /><br />D'autres services consistent à filtrer les anciens lors de l'achat pour les clients, à conseiller les clients sur le choix d'un ancien approprié, à rechercher un ancien spécifique, etc.<br /><br />Avez-vous des questions ? N'hésitez pas à nous contacter !"
WM Cars Collection,+32 472 922 972,Avenue de l\'Artisanat 2 , 1420 Braine-l\'Alleud, Belgium,http://www.autoscout24.be/fr/professional/wm-cars-collection,"Nous vous accueillons dans notre établissement spécialisé dans la vente de véhicules de collection - Oldtimers & Youngtimers.N'hésitez pas à nous contacter pour toutes recherches du véhicule de vos rêves, la vente ou le dépôt de votre… > lire la suite voiture.Nous disposons également d'un atelier mécanique et tôlerie pour vos véhicules.Nos véhicules sont uniquement visibles sur rendez-vous.Au plaisir de vous rencontrerL'équipe de William's Cars Collection"
World classic cars,+32 478 21 86 75,Chaussée de Bruxelles 738, 6210 Les Bon Villers, Belgium,http://www.world4x4.be, +32 478 21 86 75
Albers Sportscars B.V.,+31 (0) 599 41 28 03,Kruisstraat 3, 9581 EA Musselkanaal, Netherlands,http://www.alberssportscars.com,"Nous sommes spécialisés dans l'entretien, la réparation et la vente de voitures de caractères depuis 1959. Des marques telles que : Donkervoort, Ferrari, Lamborghini, Porsche, Maserati, Aston Martin et Corvette se retrouvent régulièrement dans notre showroom. Nous partageons la passion que vous avez pour les voitures d'exceptions et cela se reflète dans notre produit. "
Beauty Cars,+31 (0)343-520 719,,  Driebergen, Netherlands,http://www.beauty-cars.nl,"Notre entreprise a été fondée en 2001 par la passion d'Alfred Hubbeling pour les voitures classiques.Nous importons uniquement des voitures de haute qualité de toute l'Europe.L'accent est mis sur les marques allemandes, italiennes et… > lire la suite britanniques.Grâce à nos nombreuses années d'expérience, nous avons construit un vaste réseau à l'international, nous permettant d'acheter et de proposer nos voitures à des prix raisonnables."
Brescia Classics,+31 6 48 45 84 17,Stevinstraat 5E, 1704-RN Heerhugowaard, Netherlands,http://www.bresciaclassics.nl, +31 6 48 45 84 17
Carrosso,+31 61 50 76 059,Eekstraat 2, 8375 HN Oldemarkt, Netherlands,http://www.carrosso.eu, +31 61 50 76 059
Classic Car Brothers,+31 6 5420 2778,Duinweg 25 a, 5482 VR SCHIJNDEL, Netherlands,http://www.classiccarbrothers.nl,"Visitez notre site Web www.classiccarbrothers.nl pour voir de nombreux buggy, camionnettes américaines et voitures musclées. Nous sommes situés à seulement 25 km de l'aéroport d'Eindhoven. "
Classic Open,0031 26 442 99 37,Bonnetstraat 33, 6718 XN EDE, Netherlands,http://www.imparts.nl,"Classic Open, Since 1989 specialized in British Classic Cars and spare parts. We can arange transport. Depuis 1989 spécialisé dans les voitures classiques britanniques et pièces de rechange. Nous pouvons organiser le transport. We speak Engish , Dutch , German and Frenchhttps://fr.classicopen.eu"
Classic Park B.V.,+31 (0)411 - 60 50 00,Koppenhoefstraat 14, 5283 VK Boxtel, Netherlands,http://en.classicpark.com,"Vous souhaitez vendre votre automobile ou moto classique ou exclusive? Classis Park est la bonne adresse! Nous achetons votre voiture ou moto directement ou nous la vendons pour vous en consignation.Les professionnels de Classic Park peuvent vendre votre automobile classique ou… > lire la suite exclusive!Nous trouverons pour vous l'acheteur (inter) national. Classic Park trouve ses clients à travers de nombreux sites Web internationaux et magazines automobiles. Nous sommes présents sur les principaux salons automobiles européens tels que Maastricht, Essen et Salzbourg. Les clients potentiels peuvent nous joindre sept jours sur sept et seront souvent adressés dans leur langue maternelle.Avec la consignation, votre véhicule obtiendra une place sûre et unique dans notre musée / salle d'exposition. Classic Park est de renommée internationale et attire chaque année des dizaines de milliers de visiteurs, dont de nombreux acheteurs."
Classics-World,+31 6 517 357 85,Erlecomsedam 84, 6577 JE Erlecom, Netherlands,http://www.classics-world.com,"Al 15 tot 20 jaar is Classics-World continu bezig met alles wat met klassieke auto's te maken heeft. Van inkoop tot verkoop, van import tot export, van onderhoud tot restauratie. In 2018 was het bedrijf zo succesvol dat de droom van het bouwen van een gloednieuwe showroom werkelijkheid werd.<br />Classics-World vestigde zich al snel als een vertrouwde naam op het gebied van klassiekers en werd een begrip in binnen- en buitenland. En daar zijn we… > lire la suite trots op."
Cool Classic Club,+31 35 203 17 53,Energiestraat 3, 1411 AN Naarden, Netherlands,http://coolclassicclub.com,Vente de voitures de collection
